,model,top_k,model_top_k_name,right_answer_format,valid_icpc_2_code_rate,relevant_code_is_in_search_results,selected_code_is_in_search_results,selected_code_is_in_relevant_codes,selected_code_is_in_relevant_codes_and_in_search_results,precision,recall,f1_score,ideal_scn_precision,ideal_scn_recall,ideal_scn_f1_score
62,sabiazinho-3,50,sabiazinho-3-top-50,1.0,0.9976744186046511,0.8528735632183908,0.9767441860465116,0.7080459770114943,0.8274932614555256,0.7162790697674418,0.9903536977491961,0.8313090418353576,0.7567567567567568,0.9903536977491961,0.8579387186629527
111,Llama-4-Maverick-Instruct-Basic,10,Llama-4-Maverick-Instruct-Basic-top-10,1.0,0.9881235154394299,0.8344827586206897,0.9738717339667459,0.7057471264367816,0.8402203856749312,0.7292161520190024,0.9654088050314465,0.8308525033829499,0.7713567839195979,0.9654088050314465,0.8575418994413408
72,Llama-3.1-70B-Instruct,10,Llama-3.1-70B-Instruct-top-10,1.0,1.0,0.8344827586206897,0.9757869249394673,0.696551724137931,0.8292011019283747,0.7336561743341404,0.9558359621451105,0.8301369863013698,0.7769230769230769,0.9558359621451105,0.8571428571428571
79,Llama-3-70B-Instruct,100,Llama-3-70B-Instruct-top-100,1.0,1.0,0.8597701149425288,0.9786729857819905,0.7034482758620689,0.8101604278074866,0.7251184834123223,0.9683544303797469,0.8292682926829269,0.7518427518427518,0.9683544303797469,0.8464730290456433
17,o1,20,o1-top-20,1.0,1.0,0.8413793103448276,0.9892761394101877,0.6827586206896552,0.8032786885245902,0.7962466487935657,0.8633720930232558,0.8284518828451882,0.8181818181818182,0.8633720930232558,0.8401697312588401
78,Llama-3-70B-Instruct,50,Llama-3-70B-Instruct-top-50,1.0,0.9976359338061466,0.8528735632183908,0.9739952718676123,0.7034482758620689,0.8194070080862533,0.723404255319149,0.9683544303797469,0.8281461434370772,0.7593052109181141,0.9683544303797469,0.8511821974965229
12,o1-mini,10,o1-mini-top-10,1.0,1.0,0.8344827586206897,0.986737400530504,0.6804597701149425,0.8099173553719008,0.7851458885941645,0.8757396449704142,0.827972027972028,0.8199445983379502,0.8757396449704142,0.8469241773962803
28,gemini-2.0-flash-lite,10,gemini-2.0-flash-lite-top-10,1.0,0.9857142857142858,0.8344827586206897,0.969047619047619,0.7011494252873564,0.8347107438016529,0.7261904761904762,0.9621451104100947,0.8276797829036635,0.7682619647355163,0.9621451104100947,0.8543417366946778
77,Llama-3-70B-Instruct,20,Llama-3-70B-Instruct-top-20,1.0,0.9976303317535545,0.8413793103448276,0.9715639810426541,0.7011494252873564,0.825136612021858,0.7227488151658767,0.9682539682539683,0.8276797829036634,0.7625,0.9682539682539683,0.8531468531468531
42,gemma-2-27b-it,50,gemma-2-27b-it-top-50,1.0,0.9953051643192489,0.8528735632183908,0.9741784037558685,0.6942528735632184,0.8086253369272237,0.7089201877934272,0.9837133550488599,0.8240109140518418,0.742014742014742,0.9837133550488599,0.84593837535014
43,gemma-2-27b-it,100,gemma-2-27b-it-top-100,0.9954022988505747,0.9952941176470588,0.8597701149425288,0.9741176470588235,0.6942528735632184,0.7994652406417112,0.7105882352941176,0.9773462783171522,0.8228882833787466,0.7365853658536585,0.9773462783171522,0.8400556328233658
41,gemma-2-27b-it,20,gemma-2-27b-it-top-20,1.0,0.9953161592505855,0.8413793103448276,0.9672131147540983,0.6919540229885057,0.8169398907103825,0.7049180327868853,0.9868852459016394,0.8224043715846995,0.7525,0.9868852459016394,0.8539007092198581
27,gemini-2.0-flash,100,gemini-2.0-flash-top-100,0.9471264367816092,1.0,0.8597701149425288,0.9868766404199475,0.6804597701149425,0.7834224598930482,0.7769028871391076,0.8731563421828908,0.8222222222222222,0.7935656836461126,0.8731563421828908,0.8314606741573034
81,QwQ-32B,20,QwQ-32B-top-20,0.9908045977011494,1.0,0.8413793103448276,0.9822784810126582,0.6781609195402298,0.7978142076502732,0.7468354430379747,0.9076923076923077,0.8194444444444445,0.7742782152230971,0.9076923076923077,0.8356940509915014
25,gemini-2.0-flash,20,gemini-2.0-flash-top-20,0.9563218390804598,1.0,0.8413793103448276,0.9894736842105263,0.6758620689655173,0.8005464480874317,0.7736842105263158,0.8698224852071006,0.8189415041782729,0.7989130434782609,0.8698224852071006,0.8328611898016997
63,sabiazinho-3,100,sabiazinho-3-top-100,0.9977011494252873,0.9976744186046511,0.8597701149425288,0.986046511627907,0.6896551724137931,0.7967914438502673,0.6976744186046512,0.9868421052631579,0.8174386920980926,0.7281553398058253,0.9868421052631579,0.8379888268156425
76,Llama-3-70B-Instruct,10,Llama-3-70B-Instruct-top-10,1.0,0.9976303317535545,0.8344827586206897,0.9715639810426541,0.6827586206896552,0.8126721763085399,0.7037914691943128,0.9737704918032787,0.8170563961485556,0.7538071065989848,0.9737704918032787,0.849785407725322
13,o1-mini,20,o1-mini-top-20,1.0,1.0,0.8413793103448276,0.9868421052631579,0.6666666666666666,0.7841530054644809,0.7631578947368421,0.8787878787878788,0.8169014084507042,0.7901907356948229,0.8787878787878788,0.8321377331420373
127,gpt-4.1-nano,10,gpt-4.1-nano-top-10,1.0,0.9973333333333333,0.8344827586206897,0.984,0.6666666666666666,0.7933884297520661,0.7733333333333333,0.8656716417910447,0.8169014084507041,0.8011049723756906,0.8656716417910447,0.8321377331420372
159,llama-3.2-1B-instruct-grpo-005-step-1000,20,llama-3.2-1B-instruct-grpo-005-step-1000-top-20,1.0,0.9885057471264368,0.8413793103448276,0.9770114942528736,0.6896551724137931,0.8142076502732241,0.6896551724137931,1.0,0.8163265306122449,0.7371007371007371,1.0,0.8486562942008486
39,gemma-3-27b-it,100,gemma-3-27b-it-top-100,1.0,1.0,0.8597701149425288,0.983451536643026,0.6758620689655173,0.7807486631016043,0.6950354609929078,0.98,0.8132780082987552,0.7241379310344828,0.98,0.8328611898016998
158,llama-3.2-1B-instruct-grpo-005-step-1000,10,llama-3.2-1B-instruct-grpo-005-step-1000-top-10,1.0,0.9954022988505747,0.8344827586206897,0.9770114942528736,0.6850574712643678,0.8154269972451791,0.6850574712643678,1.0,0.8130968622100955,0.7376237623762376,1.0,0.849002849002849
80,QwQ-32B,10,QwQ-32B-top-10,0.9908045977011494,1.0,0.8344827586206897,0.9821882951653944,0.6758620689655173,0.8044077134986226,0.7480916030534351,0.8882175226586103,0.8121546961325967,0.7798408488063661,0.8882175226586103,0.8305084745762712
60,sabiazinho-3,10,sabiazinho-3-top-10,1.0,0.9976415094339622,0.8344827586206897,0.9764150943396226,0.6781609195402298,0.8099173553719008,0.6957547169811321,0.9735973597359736,0.811554332874828,0.748730964467005,0.9735973597359736,0.8464849354375895
61,sabiazinho-3,20,sabiazinho-3-top-20,1.0,0.9976580796252927,0.8413793103448276,0.9742388758782201,0.6804597701149425,0.8060109289617486,0.6932084309133489,0.9736842105263158,0.8098495212038304,0.736318407960199,0.9736842105263158,0.8385269121813033
26,gemini-2.0-flash,50,gemini-2.0-flash-top-50,0.9356321839080459,1.0,0.8528735632183908,0.9865591397849462,0.6620689655172414,0.77088948787062,0.7741935483870968,0.844574780058651,0.8078541374474053,0.7955801104972375,0.844574780058651,0.8193456614509247
24,gemini-2.0-flash,10,gemini-2.0-flash-top-10,0.9333333333333333,1.0,0.8344827586206897,0.9865591397849462,0.6597701149425287,0.7851239669421488,0.771505376344086,0.8466076696165191,0.8073136427566807,0.7994428969359332,0.8466076696165191,0.822349570200573
40,gemma-2-27b-it,10,gemma-2-27b-it-top-10,1.0,0.9976303317535545,0.8344827586206897,0.9691943127962085,0.6689655172413793,0.7961432506887053,0.6895734597156398,0.9732441471571907,0.8072122052704577,0.7367088607594937,0.9732441471571907,0.8386167146974064
7,gpt-4o,100,gpt-4o-top-100,1.0,1.0,0.8597701149425288,0.9884726224783862,0.6436781609195402,0.7433155080213903,0.8069164265129684,0.8069164265129684,0.8069164265129684,0.8187134502923976,0.8069164265129684,0.8127721335268505
160,llama-3.2-1B-instruct-grpo-005-step-1000,50,llama-3.2-1B-instruct-grpo-005-step-1000-top-50,0.9862068965517241,0.9906759906759907,0.8528735632183908,0.9836829836829837,0.6735632183908046,0.7870619946091644,0.682983682983683,0.9832214765100671,0.8060522696011004,0.7216748768472906,0.9832214765100671,0.8323863636363635
150,llama-3.2-1B-instruct-grpo-003,10,llama-3.2-1B-instruct-grpo-003-top-10,1.0,1.0,0.8344827586206897,0.9839080459770115,0.6666666666666666,0.7933884297520661,0.6666666666666666,1.0,0.8,0.7178217821782178,1.0,0.8357348703170029
129,gpt-4.1-nano,50,gpt-4.1-nano-top-50,1.0,0.9917355371900827,0.8528735632183908,0.977961432506887,0.639080459770115,0.7439353099730458,0.7658402203856749,0.8348348348348348,0.7988505747126436,0.7853107344632768,0.8348348348348348,0.809315866084425
6,gpt-4o,50,gpt-4o-top-50,1.0,1.0,0.8528735632183908,0.9882352941176471,0.6298850574712643,0.7331536388140162,0.8058823529411765,0.791907514450867,0.7988338192419824,0.8228228228228228,0.791907514450867,0.8070692194403535
152,llama-3.2-1B-instruct-grpo-003,50,llama-3.2-1B-instruct-grpo-003-top-50,1.0,1.0,0.8528735632183908,0.9908045977011494,0.664367816091954,0.7735849056603774,0.664367816091954,1.0,0.7983425414364642,0.7014563106796117,1.0,0.8245363766048502
151,llama-3.2-1B-instruct-grpo-003,20,llama-3.2-1B-instruct-grpo-003-top-20,1.0,0.9977011494252873,0.8413793103448276,0.9839080459770115,0.664367816091954,0.7841530054644809,0.664367816091954,1.0,0.7983425414364642,0.7100737100737101,1.0,0.8304597701149427
92,gemma-3-4b-it,50,gemma-3-4b-it-top-50,0.9310344827586207,0.972568578553616,0.8528735632183908,0.9551122194513716,0.6528735632183909,0.7601078167115903,0.7082294264339152,0.9073482428115016,0.795518207282913,0.7473684210526316,0.9073482428115016,0.8196248196248197
91,gemma-3-4b-it,20,gemma-3-4b-it-top-20,0.9448275862068966,0.9778325123152709,0.8413793103448276,0.9655172413793104,0.6551724137931034,0.7704918032786885,0.7019704433497537,0.9134615384615384,0.7938718662952646,0.7480314960629921,0.9134615384615384,0.8225108225108226
90,gemma-3-4b-it,10,gemma-3-4b-it-top-10,0.9425287356321839,0.9725,0.8344827586206897,0.96,0.6505747126436782,0.7741046831955923,0.7075,0.9041533546325878,0.7938288920056101,0.760752688172043,0.9041533546325878,0.8262773722627738
153,llama-3.2-1B-instruct-grpo-003,100,llama-3.2-1B-instruct-grpo-003-top-100,1.0,1.0,0.8597701149425288,0.9908045977011494,0.6574712643678161,0.7593582887700535,0.6574712643678161,1.0,0.7933425797503467,0.689156626506024,1.0,0.8159771754636234
128,gpt-4.1-nano,20,gpt-4.1-nano-top-20,1.0,0.9972375690607734,0.8413793103448276,0.988950276243094,0.6298850574712643,0.7431693989071039,0.7569060773480663,0.8277945619335347,0.7907647907647908,0.7762039660056658,0.8277945619335347,0.8011695906432749
149,llama-3.2-1B-instruct-grpo-002,50,llama-3.2-1B-instruct-grpo-002-top-50,0.9977011494252873,0.9976470588235294,0.8528735632183908,0.9858823529411764,0.6505747126436782,0.7574123989218329,0.6658823529411765,0.9658703071672355,0.7883008356545961,0.7022332506203474,0.9658703071672355,0.8132183908045978
93,gemma-3-4b-it,100,gemma-3-4b-it-top-100,0.9379310344827586,0.9629629629629629,0.8597701149425288,0.9481481481481482,0.639080459770115,0.7379679144385026,0.6864197530864198,0.9144736842105263,0.7842031029619183,0.7128205128205128,0.9144736842105263,0.8011527377521614
130,gpt-4.1-nano,100,gpt-4.1-nano-top-100,1.0,0.997134670487106,0.8597701149425288,0.9885386819484241,0.6160919540229886,0.7112299465240641,0.7679083094555874,0.7976190476190477,0.7824817518248175,0.7859237536656891,0.7976190476190477,0.7917282127031019
161,llama-3.2-1B-instruct-grpo-005-step-1000,100,llama-3.2-1B-instruct-grpo-005-step-1000-top-100,0.967816091954023,0.9833729216152018,0.8597701149425288,0.9691211401425178,0.639080459770115,0.7406417112299465,0.6603325415676959,0.9586206896551724,0.7819971870604783,0.6898263027295285,0.9586206896551724,0.8023088023088022
56,sabia-3,10,sabia-3-top-10,0.960919540229885,0.9733009708737864,0.8344827586206897,0.9150485436893204,0.6298850574712643,0.7493112947658402,0.6650485436893204,0.9319727891156463,0.7762039660056657,0.7116883116883117,0.9319727891156463,0.8070692194403535
147,llama-3.2-1B-instruct-grpo-002,10,llama-3.2-1B-instruct-grpo-002-top-10,0.9885057471264368,0.9811320754716981,0.8344827586206897,0.9575471698113207,0.6298850574712643,0.7520661157024794,0.6462264150943396,0.9647887323943662,0.7740112994350283,0.6954314720812182,0.9647887323943662,0.808259587020649
58,sabia-3,50,sabia-3-top-50,0.9655172413793104,0.9784172661870504,0.8528735632183908,0.9328537170263789,0.6275862068965518,0.7304582210242587,0.6546762589928058,0.9446366782006921,0.7733711048158641,0.6893939393939394,0.9446366782006921,0.797080291970803
148,llama-3.2-1B-instruct-grpo-002,20,llama-3.2-1B-instruct-grpo-002-top-20,0.9885057471264368,0.9927884615384616,0.8413793103448276,0.96875,0.6229885057471264,0.7349726775956285,0.6514423076923077,0.9409722222222222,0.7698863636363638,0.6966580976863753,0.9409722222222222,0.8005908419497785
57,sabia-3,20,sabia-3-top-20,0.9425287356321839,0.9727047146401985,0.8413793103448276,0.9305210918114144,0.6229885057471264,0.7349726775956285,0.6724565756823822,0.8943894389438944,0.7677053824362606,0.7150395778364116,0.8943894389438944,0.7947214076246334
4,gpt-4o,10,gpt-4o-top-10,1.0,1.0,0.8344827586206897,0.9871382636655949,0.5839080459770115,0.6942148760330579,0.8167202572347267,0.7195467422096318,0.7650602409638555,0.8355263157894737,0.7195467422096318,0.7732115677321156
139,llama-3.2-1B-instruct-grpo,10,llama-3.2-1B-instruct-grpo-top-10,0.9379310344827586,0.9852941176470589,0.8344827586206897,0.9632352941176471,0.6114942528735632,0.7272727272727273,0.6519607843137255,0.9172413793103448,0.7621776504297993,0.7,0.9172413793103448,0.7940298507462686
5,gpt-4o,20,gpt-4o-top-20,1.0,1.0,0.8413793103448276,0.9871382636655949,0.5770114942528736,0.680327868852459,0.8070739549839229,0.7171428571428572,0.7594553706505296,0.8256578947368421,0.7171428571428572,0.7675840978593272
49,Llama-3.2-3B-Instruct,20,Llama-3.2-3B-Instruct-top-20,0.896551724137931,0.9794871794871794,0.8413793103448276,0.9615384615384616,0.593103448275862,0.6994535519125683,0.6615384615384615,0.8775510204081632,0.7543859649122807,0.6972972972972973,0.8775510204081632,0.7771084337349398
140,llama-3.2-1B-instruct-grpo,20,llama-3.2-1B-instruct-grpo-top-20,0.9287356321839081,0.9603960396039604,0.8413793103448276,0.948019801980198,0.5977011494252874,0.7049180327868853,0.6435643564356436,0.8996539792387543,0.7503607503607502,0.6860158311345647,0.8996539792387543,0.7784431137724551
142,llama-3.2-1B-instruct-grpo,100,llama-3.2-1B-instruct-grpo-top-100,1.0,0.9948320413436692,0.8597701149425288,0.9844961240310077,0.5954022988505747,0.6871657754010695,0.6692506459948321,0.8519736842105263,0.7496382054992765,0.6981132075471698,0.8519736842105263,0.7674074074074074
144,llama-3.2-1B-instruct-grpo-001,20,llama-3.2-1B-instruct-grpo-001-top-20,1.0,1.0,0.8413793103448276,0.9794344473007712,0.5954022988505747,0.7021857923497268,0.6658097686375322,0.8576158940397351,0.7496382054992765,0.7115384615384616,0.8576158940397351,0.7777777777777777
145,llama-3.2-1B-instruct-grpo-001,50,llama-3.2-1B-instruct-grpo-001-top-50,0.9908045977011494,0.9772151898734177,0.8528735632183908,0.9620253164556962,0.5954022988505747,0.692722371967655,0.6556962025316456,0.875,0.7496382054992765,0.6925133689839572,0.875,0.773134328358209
146,llama-3.2-1B-instruct-grpo-001,100,llama-3.2-1B-instruct-grpo-001-top-100,0.9977011494252873,0.9772727272727273,0.8597701149425288,0.9671717171717171,0.5885057471264368,0.679144385026738,0.6464646464646465,0.8737201365187713,0.7431059506531205,0.6772486772486772,0.8737201365187713,0.7630402384500744
143,llama-3.2-1B-instruct-grpo-001,10,llama-3.2-1B-instruct-grpo-001-top-10,0.9954022988505747,0.979746835443038,0.8344827586206897,0.9544303797468354,0.5862068965517241,0.696969696969697,0.6455696202531646,0.8732876712328768,0.7423580786026202,0.6929347826086957,0.8732876712328768,0.7727272727272728
48,Llama-3.2-3B-Instruct,10,Llama-3.2-3B-Instruct-top-10,0.9310344827586207,0.9900744416873449,0.8344827586206897,0.9578163771712159,0.5701149425287356,0.6776859504132231,0.6153846153846154,0.9018181818181819,0.7315634218289085,0.6631016042780749,0.9018181818181819,0.7642526964560862
51,Llama-3.2-3B-Instruct,100,Llama-3.2-3B-Instruct-top-100,0.8551724137931035,0.9568733153638814,0.8597701149425288,0.9487870619946092,0.5540229885057472,0.6390374331550802,0.6495956873315364,0.8169491525423729,0.7237237237237236,0.6750700280112045,0.8169491525423729,0.7392638036809815
141,llama-3.2-1B-instruct-grpo,50,llama-3.2-1B-instruct-grpo-top-50,0.8827586206896552,0.9713541666666666,0.8528735632183908,0.9505208333333334,0.5609195402298851,0.6522911051212938,0.6354166666666666,0.8327645051194539,0.7208271787296898,0.6703296703296703,0.8327645051194539,0.7427701674277017
101,DeepSeek-R1-Distill-Qwen-7B,100,DeepSeek-R1-Distill-Qwen-7B-top-100,0.9448275862068966,0.8778054862842892,0.8597701149425288,0.8628428927680798,0.5080459770114942,0.5882352941176471,0.5511221945137157,0.884,0.6789554531490016,0.5755208333333334,0.884,0.6971608832807571
156,llama-3.2-1B-instruct-grpo-004-step-0050,50,llama-3.2-1B-instruct-grpo-004-step-0050-top-50,0.9080459770114943,0.9744897959183674,0.8528735632183908,0.9591836734693877,0.5103448275862069,0.5983827493261455,0.5663265306122449,0.8473282442748091,0.6788990825688073,0.5983827493261455,0.8473282442748091,0.7014218009478672
100,DeepSeek-R1-Distill-Qwen-7B,50,DeepSeek-R1-Distill-Qwen-7B-top-50,0.9747126436781609,0.7783251231527094,0.8528735632183908,0.7660098522167488,0.503448275862069,0.5876010781671159,0.5394088669950738,0.8938775510204081,0.672811059907834,0.5644329896907216,0.8938775510204081,0.6919431279620852
157,llama-3.2-1B-instruct-grpo-004-step-0050,100,llama-3.2-1B-instruct-grpo-004-step-0050-top-100,0.9287356321839081,0.9627791563275434,0.8597701149425288,0.9379652605459057,0.4942528735632184,0.5748663101604278,0.533498759305211,0.8884297520661157,0.6666666666666667,0.5613577023498695,0.8884297520661157,0.6880000000000001
155,llama-3.2-1B-instruct-grpo-004-step-0050,20,llama-3.2-1B-instruct-grpo-004-step-0050-top-20,0.896551724137931,0.958974358974359,0.8413793103448276,0.9384615384615385,0.4827586206896552,0.5710382513661202,0.5384615384615384,0.84,0.6562499999999999,0.5753424657534246,0.84,0.6829268292682927
154,llama-3.2-1B-instruct-grpo-004-step-0050,10,llama-3.2-1B-instruct-grpo-004-step-0050-top-10,0.9172413793103448,0.949748743718593,0.8344827586206897,0.9195979899497487,0.47586206896551725,0.5674931129476584,0.5201005025125628,0.8589211618257261,0.647887323943662,0.5609756097560976,0.8589211618257261,0.6786885245901639
98,DeepSeek-R1-Distill-Qwen-7B,10,DeepSeek-R1-Distill-Qwen-7B-top-10,0.9816091954022989,0.7373737373737373,0.8344827586206897,0.7247474747474747,0.4666666666666667,0.5564738292011019,0.5126262626262627,0.871244635193133,0.6454689984101749,0.5442359249329759,0.871244635193133,0.66996699669967
50,Llama-3.2-3B-Instruct,50,Llama-3.2-3B-Instruct-top-50,0.7264367816091954,0.930379746835443,0.8528735632183908,0.9082278481012658,0.46206896551724136,0.5390835579514824,0.6360759493670886,0.6547231270358306,0.6452648475120385,0.6568627450980392,0.6547231270358306,0.6557911908646002
99,DeepSeek-R1-Distill-Qwen-7B,20,DeepSeek-R1-Distill-Qwen-7B-top-20,0.967816091954023,0.6840796019900498,0.8413793103448276,0.6716417910447762,0.4160919540229885,0.4890710382513661,0.4502487562189055,0.8660287081339713,0.5924713584288053,0.47757255936675463,0.8660287081339713,0.6156462585034014
94,DeepSeek-R1-Distill-Qwen-1.5B,10,DeepSeek-R1-Distill-Qwen-1.5B-top-10,0.671264367816092,0.8549019607843137,0.8344827586206897,0.8313725490196079,0.3264367816091954,0.3884297520661157,0.5568627450980392,0.47333333333333333,0.5117117117117117,0.5916666666666667,0.47333333333333333,0.5259259259259259
95,DeepSeek-R1-Distill-Qwen-1.5B,20,DeepSeek-R1-Distill-Qwen-1.5B-top-20,0.632183908045977,0.8464730290456431,0.8413793103448276,0.8340248962655602,0.28735632183908044,0.34153005464480873,0.5186721991701245,0.4180602006688963,0.4629629629629629,0.5506607929515418,0.4180602006688963,0.4752851711026615
96,DeepSeek-R1-Distill-Qwen-1.5B,50,DeepSeek-R1-Distill-Qwen-1.5B-top-50,0.41839080459770117,0.9078947368421053,0.8528735632183908,0.9013157894736842,0.19770114942528735,0.23180592991913745,0.5657894736842105,0.25072886297376096,0.34747474747474744,0.589041095890411,0.25072886297376096,0.3517382413087934
97,DeepSeek-R1-Distill-Qwen-1.5B,100,DeepSeek-R1-Distill-Qwen-1.5B-top-100,0.15862068965517243,0.7608695652173914,0.8597701149425288,0.7608695652173914,0.06436781609195402,0.0748663101604278,0.6086956521739131,0.07329842931937172,0.1308411214953271,0.6222222222222222,0.07329842931937172,0.13114754098360654
104,Llama-3.2-1B-Instruct,50,Llama-3.2-1B-Instruct-top-50,0.04597701149425287,0.8888888888888888,0.8528735632183908,0.8333333333333334,0.022988505747126436,0.026954177897574125,0.5555555555555556,0.02570694087403599,0.04914004914004913,0.625,0.02570694087403599,0.0493827160493827
105,Llama-3.2-1B-Instruct,100,Llama-3.2-1B-Instruct-top-100,0.06206896551724138,0.9259259259259259,0.8597701149425288,0.8148148148148148,0.01839080459770115,0.0213903743315508,0.2962962962962963,0.020833333333333332,0.03892944038929439,0.3076923076923077,0.020833333333333332,0.039024390243902425
102,Llama-3.2-1B-Instruct,10,Llama-3.2-1B-Instruct-top-10,0.011494252873563218,0.5,0.8344827586206897,0.5,0.0022988505747126436,0.0027548209366391185,0.25,0.002544529262086514,0.00503778337531486,0.25,0.002544529262086514,0.00503778337531486
103,Llama-3.2-1B-Instruct,20,Llama-3.2-1B-Instruct-top-20,0.009195402298850575,0.5,0.8413793103448276,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
